,CCAP,scram
data/ant_video_2/cropped_frames/frame_0000.png,0.2962581233969568,0.0
data/ant_video_2/cropped_frames/frame_0060.png,0.2962581233969568,0.0
data/ant_video_2/cropped_frames/frame_0120.png,0.2962581233969568,0.0
data/ant_video_2/cropped_frames/frame_0180.png,0.2962581233969568,0.0
data/ant_video_2/cropped_frames/frame_0240.png,0.2962581233969568,0.0
data/ant_video_2/cropped_frames/frame_0300.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0360.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0420.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0480.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0540.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0600.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0660.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0720.png,0.29967082887010643,0.0
data/ant_video_2/cropped_frames/frame_0780.png,0.2964592681539531,0.0
data/ant_video_2/cropped_frames/frame_0840.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_0900.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_0960.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1020.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1080.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1140.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1200.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1260.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1320.png,0.29996415547174515,0.0
data/ant_video_2/cropped_frames/frame_1380.png,0.2998716465685265,0.0
data/ant_video_2/cropped_frames/frame_1440.png,0.2998716465685265,0.0
data/ant_video_2/cropped_frames/frame_1500.png,0.2998716465685265,0.0
data/ant_video_2/cropped_frames/frame_1560.png,0.2785365496957239,0.0
data/ant_video_2/cropped_frames/frame_1620.png,0.28035204336812897,0.0
data/ant_video_2/cropped_frames/frame_1680.png,0.3418150212791464,0.0
data/ant_video_2/cropped_frames/frame_1740.png,0.33059137226464835,0.0
data/ant_video_2/cropped_frames/frame_1800.png,0.3454607226210523,0.0
data/ant_video_2/cropped_frames/frame_1860.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_1920.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_1980.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_2040.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_2100.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_2160.png,0.366698288836423,0.0
data/ant_video_2/cropped_frames/frame_2220.png,0.371590812540712,0.0
data/ant_video_2/cropped_frames/frame_2280.png,0.371590812540712,0.0
data/ant_video_2/cropped_frames/frame_2340.png,0.371590812540712,0.0
data/ant_video_2/cropped_frames/frame_2400.png,0.36980945310566693,0.0
data/ant_video_2/cropped_frames/frame_2460.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2520.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2580.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2640.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2700.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2760.png,0.37115220443497465,0.0
data/ant_video_2/cropped_frames/frame_2820.png,0.3696935838595846,0.0
data/ant_video_2/cropped_frames/frame_2880.png,0.3696935838595846,0.0
data/ant_video_2/cropped_frames/frame_2940.png,0.36932482115883375,0.0
data/ant_video_2/cropped_frames/frame_3000.png,0.36932482115883375,0.0
data/ant_video_2/cropped_frames/frame_3060.png,0.36932482115883375,0.0
data/ant_video_2/cropped_frames/frame_3120.png,0.3902474617966519,0.0
data/ant_video_2/cropped_frames/frame_3180.png,0.3902474617966519,0.0
data/ant_video_2/cropped_frames/frame_3240.png,0.3902474617966519,0.0
data/ant_video_2/cropped_frames/frame_3300.png,0.3902474617966519,0.0
data/ant_video_2/cropped_frames/frame_3360.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3420.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3480.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3540.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3600.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3660.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3720.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3780.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3840.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3900.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_3960.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_4020.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_4080.png,0.38990605928055155,0.0
data/ant_video_2/cropped_frames/frame_4140.png,0.3963940583916681,0.0
data/ant_video_2/cropped_frames/frame_4200.png,0.40165704584040746,0.0
data/ant_video_2/cropped_frames/frame_4260.png,0.3929886876420955,0.0
data/ant_video_2/cropped_frames/frame_4320.png,0.3929886876420955,0.0
data/ant_video_2/cropped_frames/frame_4380.png,0.382996668494075,0.0
data/ant_video_2/cropped_frames/frame_4440.png,0.3847109359277739,0.0
data/ant_video_2/cropped_frames/frame_4500.png,0.3847109359277739,0.0
data/ant_video_2/cropped_frames/frame_4560.png,0.3847109359277739,0.0
data/ant_video_2/cropped_frames/frame_4620.png,0.3847109359277739,0.0
data/ant_video_2/cropped_frames/frame_4680.png,0.3847109359277739,0.0
data/ant_video_2/cropped_frames/frame_4740.png,0.3847109359277739,0.0
