,CCAP,scram
data/ant_video_1/cropped_frames/frame_0000.png,0.14985881212029017,0.0
data/ant_video_1/cropped_frames/frame_0060.png,0.14985881212029017,0.0
data/ant_video_1/cropped_frames/frame_0120.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0180.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0240.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0300.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0360.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0420.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0480.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0540.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0600.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0660.png,0.1843970337398411,0.0
data/ant_video_1/cropped_frames/frame_0720.png,0.17915599496938486,0.0
data/ant_video_1/cropped_frames/frame_0780.png,0.21889519426065884,0.0
data/ant_video_1/cropped_frames/frame_0840.png,0.2148599460558819,0.0
data/ant_video_1/cropped_frames/frame_0900.png,0.21860763777409473,0.0
data/ant_video_1/cropped_frames/frame_0960.png,0.21860763777409473,0.0
data/ant_video_1/cropped_frames/frame_1020.png,0.21860763777409473,0.0
data/ant_video_1/cropped_frames/frame_1080.png,0.21860763777409473,0.0
data/ant_video_1/cropped_frames/frame_1140.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1200.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1260.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1320.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1380.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1440.png,0.2066250363311285,0.0
data/ant_video_1/cropped_frames/frame_1500.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1560.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1620.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1680.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1740.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1800.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1860.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1920.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_1980.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_2040.png,0.22224890024610477,0.0
data/ant_video_1/cropped_frames/frame_2100.png,0.2252721610820259,0.0
data/ant_video_1/cropped_frames/frame_2160.png,0.23041388244920225,0.0
data/ant_video_1/cropped_frames/frame_2220.png,0.21189771711685135,0.0
data/ant_video_1/cropped_frames/frame_2280.png,0.3089179328499515,0.0
data/ant_video_1/cropped_frames/frame_2340.png,0.3089179328499515,0.0
data/ant_video_1/cropped_frames/frame_2400.png,0.31437458342590535,0.0
data/ant_video_1/cropped_frames/frame_2460.png,0.3229210893431188,0.0
data/ant_video_1/cropped_frames/frame_2520.png,0.28491633223028,0.0
data/ant_video_1/cropped_frames/frame_2580.png,0.28646872342070673,0.0
data/ant_video_1/cropped_frames/frame_2640.png,0.2774071743234739,0.0
data/ant_video_1/cropped_frames/frame_2700.png,0.2765136299551838,0.0
data/ant_video_1/cropped_frames/frame_2760.png,0.28840227339600144,0.0
data/ant_video_1/cropped_frames/frame_2820.png,0.28840227339600144,0.0
data/ant_video_1/cropped_frames/frame_2880.png,0.28840227339600144,0.0
data/ant_video_1/cropped_frames/frame_2940.png,0.2917040844765119,0.0
data/ant_video_1/cropped_frames/frame_3000.png,0.2923346324606194,0.0
data/ant_video_1/cropped_frames/frame_3060.png,0.2923346324606194,0.0
data/ant_video_1/cropped_frames/frame_3120.png,0.2923346324606194,0.0
data/ant_video_1/cropped_frames/frame_3180.png,0.2923346324606194,0.0
data/ant_video_1/cropped_frames/frame_3240.png,0.2932862463873391,0.0
data/ant_video_1/cropped_frames/frame_3300.png,0.2932862463873391,0.0
data/ant_video_1/cropped_frames/frame_3360.png,0.2932862463873391,0.0
data/ant_video_1/cropped_frames/frame_3420.png,0.2932862463873391,0.0
data/ant_video_1/cropped_frames/frame_3480.png,0.2957895061062942,0.0
data/ant_video_1/cropped_frames/frame_3540.png,0.2957895061062942,0.0
data/ant_video_1/cropped_frames/frame_3600.png,0.2957895061062942,0.0
data/ant_video_1/cropped_frames/frame_3660.png,0.2957895061062942,0.0
data/ant_video_1/cropped_frames/frame_3720.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_3780.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_3840.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_3900.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_3960.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_4020.png,0.29127628081432744,0.0
data/ant_video_1/cropped_frames/frame_4080.png,0.29127628081432744,0.0
